Company,year,Current ratio (times),Debt to Asset ratio,Debt to equity ratio (times),Equity turnover,Free Cash Flow Return,Interest Coverage Ratio,Invested Capital Turnover,Net profit margin,Pre Tax Margin,Quick ratio (times),Return on capital employed,Return on equity,Return on sales,Return on total assets,Sales Growth Over Past Year,Acquired,Log_assets,Log_sales
Nihar Info Global Ltd.,2002,2.91,0.14,0.22,0.26,-0.06,1.63,0.22,7.25,10.64,2.91,1.58,1.93,55.88,1.46,655.56,0,4.379523504455763,2.6100697927420065
Nihar Info Global Ltd.,2003,3.32,0.14,0.2,0.22,-0.01,4.6,0.18,12.71,15.25,3.32,2.3,2.77,56.78,2.13,-13.24,0,4.410371107683024,2.468099531471619
Nihar Info Global Ltd.,2004,5.33,0.14,0.19,0.16,-0.01,7.0,0.13,3.26,4.35,5.33,0.43,0.52,53.26,0.41,-22.03,0,4.377014092850337,2.2192034840549946
Nihar Info Global Ltd.,2005,6.44,0.06,0.08,0.35,0.01,3.79,0.31,-5.97,-23.88,6.44,-1.85,-2.1,64.18,-1.77,118.48,0,4.210645017918261,3.0007198150650303
Nihar Info Global Ltd.,2006,8.59,0.07,0.09,0.35,-0.1,0.58,0.32,-19.9,-2.43,8.59,-6.93,-7.52,54.74,-6.5,-5.47,0,4.320151230955794,2.9444389791664403
Nihar Info Global Ltd.,2007,5.03,0.09,0.11,0.34,-0.05,1.18,0.31,2.42,0.97,5.03,0.78,0.85,14.72,0.72,3.68,0,4.366912996863833,2.9806186357439426
Nihar Info Global Ltd.,2008,3.52,0.09,0.1,0.11,0.33,1.1863636363636363,0.1,-40.0,-50.0,3.52,-4.02,-4.45,25.71,-3.72,-64.47,0,4.324132656254979,1.9459101490553132
Nihar Info Global Ltd.,2009,0.06,0.16,0.25,0.07,0.28,1.1927272727272726,0.06,-1043.33,-1256.67,0.06,-60.66,-69.56,-76.67,-53.83,-57.14,0,3.708682081410116,1.0986122886681098
Nihar Info Global Ltd.,2010,1.14,0.28,0.44,0.16,-0.11,1.199090909090909,0.12,-11.36,-7.55,1.14,-1.39,-1.87,34.88,-1.21,43.33,0,3.7400477406883357,1.4586150226995167
Nihar Info Global Ltd.,2011,1.57,0.46,1.04,0.11,-0.22,1.2054545454545453,0.07,-251.85,-251.85,0.02,-16.85,-28.63,-88.89,-15.37,-37.21,0,3.8394523125933104,0.9932517730102834
Nihar Info Global Ltd.,2012,0.15,0.73,4.21,0.14,-0.22,1.2118181818181817,0.05,-455.17,-455.17,0.15,-34.2,-96.7,-221.05,-30.88,-29.63,0,3.6635616461296463,0.6418538861723947
Nihar Info Global Ltd.,2013,0.34,0.79,4.49,0.75,-0.13,1.2181818181818183,0.14,-219.305,3.85,0.34,-14.270000000000003,-43.765,-101.575,-13.004999999999999,173.68,0,4.006423680849631,2.2027647577118348
Nihar Info Global Ltd.,2014,1.05,0.07,0.1,0.55,-0.04,1.2245454545454546,0.34,16.56,15.95,1.05,5.66,9.17,17.9,4.87,211.54,0,4.2612704335380815,2.785011242238338
Nihar Info Global Ltd.,2015,1.0,0.08,0.09,0.17,-0.065,1.230909090909091,0.16,12.462499999999999,51.61,0.98,4.27,6.904999999999999,14.372499999999999,3.675,-42.59,0,4.436159643253809,3.2827891506118534
Nihar Info Global Ltd.,2016,5.22,0.01,0.02,0.27,-0.09,1.2372727272727273,0.26,8.365,16.13,1.44,2.88,4.64,10.844999999999999,2.48,64.52,0,4.584967478670572,3.6136169696133895
Nihar Info Global Ltd.,2017,4.94,0.02,0.02,0.73,-0.11500000000000002,1.2436363636363637,0.72,4.267500000000002,6.21,1.56,1.4900000000000002,2.375,7.317499999999999,1.2850000000000001,219.61,0,4.714472920878541,3.8617817889913995
Nihar Info Global Ltd.,2018,4.25,0.09,0.11,0.65,-0.14,1.25,0.61,0.17,0.17,1.32,0.1,0.11,3.79,0.09,18.61,0,4.829113417472866,4.060443010546419
Nihar Info Global Ltd.,2019,1.95,0.07,0.13,0.72,0.0,4.17,0.65,4.07,4.99,1.12,2.68,3.0,6.14,1.98,29.14,0,5.236973736306985,4.316153890523174
Nihar Info Global Ltd.,2020,2.25,0.11,0.14,0.45,0.37,3.92,0.39,6.22,8.91,1.43,2.58,2.93,6.95,1.92,-36.58,0,4.9082333604781745,3.8607297110405954
Nihar Info Global Ltd.,2021,2.25,0.11,0.14,0.45,0.37,3.92,0.39,6.22,8.91,1.43,2.58,2.93,6.95,1.92,-36.58,0,4.9082333604781745,3.8607297110405954
Nihilent Analytics Ltd.,2005,2.06,0.06,0.1,3.52,,4.0,2.28,,2.71,2.06,,,,,55.16,0,,
Nihilent Analytics Ltd.,2006,3.94,0.0,0.0,2.03,0.14,124.0,1.96,12.43,12.43,3.94,24.79,25.71,19.72,19.11,41.15,0,4.324132656254979,4.535820107853298
Nihilent Analytics Ltd.,2007,6.2,0.0,0.0,1.36,0.08,113.73333333333333,1.36,8.63,9.19,6.2,12.03,12.06,16.02,10.1,11.04,0,4.670021158307708,4.640537329825382
Nihilent Analytics Ltd.,2008,4.4,0.0,0.0,1.13,0.01,103.46666666666667,1.13,13.74,15.81,4.4,16.73,16.73,14.06,14.28,7.82,0,4.8346933442663405,4.715816706075155
Nihilent Analytics Ltd.,2009,3.39,0.0,0.0,0.97,0.14,93.19999999999999,0.97,16.8,20.27,3.39,16.88,16.88,24.69,14.48,9.49,0,5.118592435601348,4.8064770426931265
Nihilent Analytics Ltd.,2010,3.3,0.0,0.0,1.02,0.07,82.93333333333334,1.02,17.17,21.44,3.05,17.82,17.86,24.12,15.12,29.52,0,5.295312857527738,5.0651234793803255
Nihilent Analytics Ltd.,2011,5.7,0.0,0.0,0.98,0.04,72.66666666666666,0.97,18.87,18.87,4.86,19.32,19.36,19.97,16.58,13.51,0,5.443715569237393,5.19184512203752
Nihilent Analytics Ltd.,2012,5.74,0.0,0.0,0.4,-0.03,62.4,0.4,10.38,16.18,5.32,4.36,4.36,17.87,4.08,0.5,0,6.5986452591167355,5.196838197598183
Nihilent Analytics Ltd.,2013,3.57,0.1,0.13,0.38,0.12,10.88,0.36,20.43,30.57,3.35,7.62,8.13,37.12,7.04,54.62,0,6.85919508836676,5.632644446822861
Nihilent Analytics Ltd.,2014,3.25,0.07,0.09,0.38,0.07,6.89,0.34,15.94,19.9,3.06,5.75,6.37,33.64,5.06,5.44,0,6.922151159265869,5.68561850402853
Nihilent Analytics Ltd.,2015,4.77,0.0,0.0,0.35,0.15,19.03,0.33,13.62,20.36,4.76,4.78,5.0,26.36,4.28,-2.78,0,6.808708125380903,5.657389435086491
Nihilent Analytics Ltd.,2016,2.14,0.0,0.0,0.33,0.04,27.03,0.33,10.32,15.69,2.14,3.51,3.52,20.24,3.27,-8.41,0,6.66721121298776,5.569488886872828
Nihilent Analytics Ltd.,2017,3.41,0.0,0.0,0.35,0.06,35.03,0.35,4.92,7.99,3.41,1.83,1.83,11.69,1.7,-6.06,0,6.575633565098182,5.506956231659364
Nihilent Analytics Ltd.,2018,4.14,0.0,0.0,0.4,0.12,43.03,0.4,28.07,41.66,4.14,11.52,11.52,44.6,10.74,7.75,0,6.574796861660721,5.581614840681993
Nihilent Analytics Ltd.,2019,7.75,0.01,0.01,0.39,0.11,51.03,0.39,36.34,49.34,7.75,14.71,14.78,52.3,13.74,5.8,0,6.732449057082087,5.637998734110198
Nihilent Analytics Ltd.,2020,7.75,0.01,0.01,0.39,0.11,51.03,0.39,36.34,49.34,7.75,14.71,14.78,52.3,13.74,5.8,0,6.732449057082087,5.637998734110198
Nihilent Analytics Ltd.,2021,7.75,0.01,0.01,0.39,0.11,51.03,0.39,36.34,49.34,7.75,14.71,14.78,52.3,13.74,5.8,0,6.732449057082087,5.637998734110198
Niit Learning Systems Ltd.,2003,2.67,1.3,,-0.35,-0.76,,0.3,-394.52,-394.52,2.67,-157.38,,-443.64,-113.39,0.0,0,3.261935314328648,1.7047480922384253
Niit Learning Systems Ltd.,2004,4.24,2.05,,-0.56,-0.65,,0.66,-121.09,-121.09,4.24,-86.2,,-113.14,-67.94,149.09,0,3.3068867021909143,2.617395832834079
Niit Learning Systems Ltd.,2005,0.86,6.67,,-0.07,-2.32,,0.24,-547.37,-542.11,0.86,-163.14,,-612.9,-117.51,-77.37,0,2.128231705849268,1.1314021114911006
Niit Learning Systems Ltd.,2006,0.23,8.65,,-0.14,-1.51,,3.48,-133.7,-120.62,0.23,-492.0,,-126.44,-150.0,180.65,0,2.0794415416798357,2.163323025660538
Niit Learning Systems Ltd.,2007,0.49,3.45,,-0.45,0.14,0.75,5.23,-1.96,-1.31,0.49,-10.43,,5.65,-3.99,245.98,0,3.095577608523707,3.40452517175483
Niit Learning Systems Ltd.,2008,1.53,2.16,,-0.51,-0.22,0.24,2.05,-6.92,-1.1,1.46,-14.37,,5.54,-7.41,13.95,0,3.754198920234579,3.535145354171894
Niit Learning Systems Ltd.,2009,1.04,2.52,,-0.41,-0.11,0.2257142857142857,1.3,-32.45,-30.72,0.88,-42.79,,-1.01,-23.93,-13.12,0,3.6686767467964168,3.3945083935113587
Niit Learning Systems Ltd.,2010,0.36,2.15,,-0.34,0.1,0.21142857142857144,1.57,-32.49,-32.5,0.32,-50.99,,-4.69,-20.98,-7.05,0,3.8416005411316,3.3214324131932926
Niit Learning Systems Ltd.,2011,0.56,2.12,,-0.33,0.08,0.19714285714285715,2.74,-31.35,-25.95,0.48,-87.16,,-8.36,-20.04,7.94,0,3.8753590210565547,3.3978584803966405
Niit Learning Systems Ltd.,2012,0.5,2.6,,-0.31,0.02,0.18285714285714286,5.77,-20.78,-20.0,0.39,-120.75,,10.78,-14.55,2.34,0,3.6838669122903918,3.4210000089583352
Niit Learning Systems Ltd.,2013,0.17,2.08,,-0.07,0.09,0.1685714285714286,-1.38,-133.33,-176.62,0.14,-151.41,,-31.94,-21.72,-76.47,0,3.883623530906448,1.9740810260220096
Niit Learning Systems Ltd.,2014,1.06,0.67,,-5.66,-0.04,0.1542857142857143,5.08,-35.82,-32.52,0.86,-182.07,,4.12,-68.96,19536.11,0,7.25883459656371,7.254036393736854
Niit Learning Systems Ltd.,2015,1.39,0.76,,-2.7,-0.1,0.14,1.55,-2.22,-1.58,1.23,-3.43,,9.76,-1.57,-24.71,0,7.366508357455018,6.970260484333534
Niit Learning Systems Ltd.,2016,2.11,0.94,,-1.82,0.46,0.75,1.31,-3.01,-2.24,2.0,-4.01,,18.05,-1.95,-18.37,0,7.043247248419294,6.767228043845161
Niit Learning Systems Ltd.,2017,0.99,0.48,,-1.82,0.24,0.19,1.45,-7.93,-7.66,0.9,-11.97,,10.63,-4.98,-31.79,0,6.706495521167931,6.3846883687937925
Niit Learning Systems Ltd.,2018,1.83,0.62,,-2.69,-0.02,0.19,1.32,-19.93,-15.66,1.62,-28.36,,-5.81,-10.32,-40.73,0,6.463341420735398,5.861640559271781
Niit Learning Systems Ltd.,2019,1.23,0.93,,-0.84,-0.04,0.19,1.91,-93.77,-97.75,1.06,-183.76,,-41.47,-42.14,-30.12,0,6.1764907763090635,5.503296947234575
Niit Learning Systems Ltd.,2020,2.41,0.37,,-0.48,-0.25,0.19,5.19,-102.93,-109.94,2.23,-573.31,,-64.31,-33.13,-46.92,0,5.959199586520707,4.869839484130799
Niit Learning Systems Ltd.,2021,2.41,0.37,,-0.48,-0.25,0.19,5.19,-102.93,-109.94,2.23,-573.31,,-64.31,-33.13,-46.92,0,5.959199586520707,4.869839484130799
Ninestars Information Technologies Ltd.,2004,0.99,0.33,0.96,4.0,,7.52,1.84,,18.52,0.98,,,,,34.76,0,,
Ninestars Information Technologies Ltd.,2005,1.19,0.54,3.47,3.25,,4.2,1.09,,22.23,0.97,,,,,15.57,0,,
Ninestars Information Technologies Ltd.,2006,1.27,0.56,3.3,5.55,,2.33,1.27,,9.04,0.92,,,,,66.96,0,,
Ninestars Information Technologies Ltd.,2007,1.27,0.56,3.3,5.55,,2.33,1.27,,9.04,0.92,,,,,66.96,0,,
Ninestars Information Technologies Ltd.,2008,1.1233333333333333,0.52,2.6733333333333333,4.933333333333334,,2.336666666666667,1.34,,8.033333333333333,0.7933333333333333,,,,,52.39333333333333,0,,
Ninestars Information Technologies Ltd.,2009,0.9766666666666666,0.48000000000000004,2.046666666666667,4.316666666666666,,2.3433333333333333,1.41,,7.0266666666666655,0.6666666666666667,,,,,37.82666666666667,0,,
Ninestars Information Technologies Ltd.,2010,0.83,0.44,1.42,3.7,0.08,2.35,1.48,4.81,6.02,0.54,7.13,17.85,19.16,5.47,23.26,0,6.027314200001679,6.09852361940139
Ninestars Information Technologies Ltd.,2011,1.07,0.39,1.05,3.19,0.055,3.21,1.44,6.6,11.34,0.64,9.285,19.92,21.55,7.34,2.67,0,6.288787496596443,6.2491061388297595
Ninestars Information Technologies Ltd.,2012,1.22,0.38,0.85,2.6,0.03,4.89,1.35,8.39,13.71,0.69,11.44,21.99,23.94,9.21,29.05,0,6.49586960307105,6.3799530310090296
Ninestars Information Technologies Ltd.,2013,1.18,0.37,0.78,2.08,-0.01,4.16,1.15,8.08,13.4,0.45,9.35,16.97,23.72,7.84,17.26,0,6.658524392904609,6.5391523356065395
Ninestars Information Technologies Ltd.,2014,1.28,0.35,0.73,1.94,0.1,3.44,1.11,5.87,11.86,0.85,6.58,11.55,23.77,5.53,9.89,0,6.751569195792809,6.633450003571995
Ninestars Information Technologies Ltd.,2015,1.53,0.36,0.72,2.03,0.04,3.49,1.18,7.82,13.43,0.51,9.37,16.14,24.29,7.98,21.09,0,6.900126251817646,6.824808358161211
Ninestars Information Technologies Ltd.,2016,1.56,0.34,0.7,1.78,0.05,1.99,1.04,5.15,2.52,0.43,5.49,9.39,19.55,4.67,-3.53,0,6.942156705699469,6.788859124038281
Ninestars Information Technologies Ltd.,2017,1.65,0.37,0.84,1.74,0.03,2.21,0.98,6.94,2.44,0.62,7.02,12.44,17.02,5.84,1.49,0,7.084896775734549,6.803616239240991
Ninestars Information Technologies Ltd.,2018,1.58,0.35,0.79,1.76,0.13,1.69,0.97,4.13,1.67,0.58,4.04,7.33,16.71,3.3,5.59,0,7.105129638402384,6.858039686736205
Ninestars Information Technologies Ltd.,2019,1.58,0.35,0.79,1.76,0.13,1.69,0.97,4.13,1.67,0.58,4.04,7.33,16.71,3.3,5.59,0,7.105129638402384,6.858039686736205
Ninestars Information Technologies Ltd.,2020,1.58,0.35,0.79,1.76,0.13,1.69,0.97,4.13,1.67,0.58,4.04,7.33,16.71,3.3,5.59,0,7.105129638402384,6.858039686736205
Ninestars Information Technologies Ltd.,2021,1.58,0.35,0.79,1.76,0.13,1.69,0.97,4.13,1.67,0.58,4.04,7.33,16.71,3.3,5.59,0,7.105129638402384,6.858039686736205
Nucleus Software Exports Ltd.,2000,4.86,0.01,0.01,1.23,0.1,129.13,1.22,35.43,37.59,4.86,43.4,43.79,48.06,39.37,253.33,0,5.718999440461062,5.599532453282402
Nucleus Software Exports Ltd.,2001,4.94,0.07,0.08,1.03,0.07,72.65,0.98,23.94,29.87,4.94,24.04,25.34,35.59,21.62,49.57,0,6.421134343912964,6.002157176646725
Nucleus Software Exports Ltd.,2002,3.09,0.0,0.0,1.11,0.23,54.06,1.07,12.92,13.39,3.09,13.96,14.48,24.69,12.17,50.19,0,6.5392968965030684,6.408858226081421
Nucleus Software Exports Ltd.,2003,1.68,0.0,0.0,0.87,0.25,65.90294117647059,0.87,18.37,25.22,1.68,16.42,16.43,28.6,13.56,-10.97,0,6.70478193445731,6.292679633842347
Nucleus Software Exports Ltd.,2004,0.88,0.0,0.0,0.93,0.35,77.74588235294118,0.93,22.56,29.07,0.88,21.89,21.9,31.9,15.38,23.99,0,7.123269803131856,6.507725373363912
Nucleus Software Exports Ltd.,2005,1.05,0.0,0.0,1.06,0.16,89.58882352941177,1.06,29.55,35.59,1.05,32.04,32.04,38.85,21.22,40.79,0,7.285163789307776,6.849808319027288
Nucleus Software Exports Ltd.,2006,1.42,0.0,0.0,1.23,0.1,101.43176470588236,1.23,28.37,32.26,1.42,35.86,35.86,35.27,25.16,55.27,0,7.575943561500887,7.28981527864398
Nucleus Software Exports Ltd.,2007,3.18,0.0,0.0,1.2,0.07,113.27470588235295,1.2,25.84,32.65,3.18,33.76,33.76,30.06,24.78,34.41,0,7.82839653359355,7.585534982410961
Nucleus Software Exports Ltd.,2008,3.47,0.0,0.0,1.06,0.07,125.11764705882352,1.06,11.44,15.77,3.47,13.07,13.07,20.29,9.84,6.34,0,7.912093517544772,7.646974647644465
Nucleus Software Exports Ltd.,2009,4.24,0.0,0.0,0.89,0.1,136.9605882352941,0.88,15.38,18.94,4.24,14.57,14.58,22.01,11.19,-7.3,0,8.002995221009389,7.571216149171722
Nucleus Software Exports Ltd.,2010,3.58,0.0,0.0,0.79,0.07,148.8035294117647,0.79,19.9,20.83,3.56,18.12,18.15,15.47,13.87,2.78,0,8.190104788585364,7.598649924488789
Nucleus Software Exports Ltd.,2011,4.02,0.0,0.0,0.73,0.01,160.64647058823527,0.73,14.19,18.85,3.99,11.39,11.4,15.14,8.46,2.66,0,8.29149638331431,7.6248630969869255
Nucleus Software Exports Ltd.,2012,3.84,0.0,0.01,0.66,0.14,172.4894117647059,0.66,16.03,21.95,3.79,11.77,11.8,17.14,8.53,-1.44,0,8.407512245012828,7.610407146556328
Nucleus Software Exports Ltd.,2013,3.58,0.0,0.0,0.71,0.07,184.33235294117645,0.71,19.62,25.28,3.56,15.63,15.7,20.78,11.15,19.41,0,8.522459301088738,7.787838353886783
Nucleus Software Exports Ltd.,2014,3.12,0.0,0.0,0.74,0.07,196.17529411764704,0.74,18.6,25.94,3.1,15.08,15.14,22.77,10.6,15.73,0,8.64479453600996,7.933940233714661
Nucleus Software Exports Ltd.,2015,4.15,0.0,0.0,0.68,0.02,208.01823529411763,0.68,12.94,14.85,4.12,10.3,10.32,5.71,7.33,-0.31,0,8.673803700524141,7.930817530579515
Nucleus Software Exports Ltd.,2016,4.55,0.0,0.0,0.66,0.12,219.86117647058822,0.66,14.98,17.12,4.51,10.91,10.91,14.39,8.03,7.61,0,8.788517197255201,8.004198550365407
Nucleus Software Exports Ltd.,2017,2.11,0.0,0.0,0.76,0.11,231.7041176470588,0.76,17.18,20.49,2.09,14.58,14.58,12.79,10.23,12.68,0,8.755154416747532,8.123617127700486
Nucleus Software Exports Ltd.,2018,2.91,0.0,0.0,0.91,0.06,243.5470588235294,0.91,17.05,21.26,2.87,17.15,17.15,17.51,11.84,17.64,0,8.77541040721345,8.286093070385572
Nucleus Software Exports Ltd.,2019,3.25,0.01,0.01,0.89,0.09,255.39,0.88,19.45,25.41,3.22,19.46,19.56,18.8,14.16,11.94,0,8.917257072457291,8.398860004454372
Nucleus Software Exports Ltd.,2020,4.75,0.0,0.01,0.77,0.12,272.65,0.76,22.13,30.32,4.71,18.28,18.42,26.86,13.61,2.29,0,9.059319788282831,8.421474928357267
Nucleus Software Exports Ltd.,2021,4.75,0.0,0.01,0.77,0.12,272.65,0.76,22.13,30.32,4.71,18.28,18.42,26.86,13.61,2.29,0,9.059319788282831,8.421474928357267
Objectone Information Systems Ltd.,2000,0.83,0.0,0.0,0.31,0.58,,0.31,17.34,18.08,0.83,5.3,5.3,23.99,5.09,5320.0,0,4.757891273005756,3.299533727885655
Objectone Information Systems Ltd.,2001,0.47,0.0,0.0,0.13,0.02,,0.13,-14.07,0.0,0.47,-1.78,-1.78,34.81,-1.65,-50.18,0,4.773223770984341,2.6026896854443837
Objectone Information Systems Ltd.,2002,0.86,0.0,0.0,0.11,0.01,,0.11,-0.85,-1.69,0.86,-0.09,-0.09,40.68,-0.09,-12.59,0,4.767289035464526,2.468099531471619
Objectone Information Systems Ltd.,2003,1.17,0.01,0.01,0.23,0.02,6.0,0.23,2.0,3.92,1.17,0.47,0.47,21.29,0.43,111.02,0,4.771531723203316,3.214867803470662
Objectone Information Systems Ltd.,2004,1.57,0.0,0.0,0.28,0.03,22.0,0.28,8.14,6.84,1.57,2.3,2.31,22.95,2.13,22.49,0,4.782479200958502,3.417726683613366
Objectone Information Systems Ltd.,2005,1.57,0.0,0.0,0.32,0.03,21.5,0.32,7.56,8.12,1.57,2.43,2.43,27.25,2.26,16.72,0,4.799914262780603,3.572345637857985
Objectone Information Systems Ltd.,2006,1.99,0.01,0.01,0.33,0.03,21.0,0.33,1.7874999999999996,4.72,1.99,0.8225000000000002,0.8125,20.5175,0.7725,6.18,0,4.824506498959347,3.5409593240373143
Objectone Information Systems Ltd.,2007,1.52,0.01,0.02,0.25,0.03,18.75,0.25,-3.9850000000000003,-15.12,1.52,-0.7849999999999997,-0.8050000000000002,13.785,-0.7149999999999999,-23.54,0,4.848508444587821,3.5085558999826545
Objectone Information Systems Ltd.,2008,2.46,0.01,0.01,0.23,0.03,16.5,0.23,-9.7575,-19.62,2.43,-2.3924999999999996,-2.4225000000000008,7.052500000000002,-2.2024999999999997,-2.77,0,4.871947774322362,3.475067230228611
Objectone Information Systems Ltd.,2009,1.61,0.01,0.01,0.25,0.03,14.25,0.25,-15.53,-16.46,1.52,-4.0,-4.04,0.32,-3.69,11.03,0,4.894850261102546,3.4404180948154366
Objectone Information Systems Ltd.,2010,3.46,0.04,0.04,0.4,0.02,12.0,0.39,13.94,2.19,3.13,5.48,5.62,12.77,5.03,60.58,0,4.976043849326636,3.914021008090819
Objectone Information Systems Ltd.,2011,5.03,0.03,0.03,0.44,0.05,37.0,0.42,2.97,6.29,4.58,1.27,1.32,14.77,1.18,12.18,0,4.966335035199676,4.028916756899646
Objectone Information Systems Ltd.,2012,7.24,0.04,0.05,0.42,0.02,20.5,0.4,2.89,0.72,5.79,1.18,1.23,11.44,1.09,-3.56,0,5.003946305945459,3.9926809084456005
Objectone Information Systems Ltd.,2013,3.95,0.03,0.04,0.41,0.02,4.0,0.4,0.36,0.54,3.03,0.15,0.15,10.54,0.13,-0.18,0,5.020585624949423,3.9908341858524357
Objectone Information Systems Ltd.,2014,9.67,0.03,0.04,0.44,0.02,16.0,0.43,1.72,2.58,7.56,0.74,0.77,11.74,0.67,7.02,0,4.980176086611547,4.05871738457895
Objectone Information Systems Ltd.,2015,3.3,0.05,0.06,0.51,0.02,147.0,0.49,0.4850000000000001,16.1,2.64,0.20499999999999996,0.20999999999999996,5.72,0.18500000000000005,19.52,0,5.02912987673242,4.130354999745133
Objectone Information Systems Ltd.,2016,4.43,0.05,0.05,0.47,0.02,98.98666666666668,0.44,-0.75,-5.81,3.39,-0.33,-0.35,-0.3,-0.3,-3.9,0,5.075798620002669,4.197201947661808
Objectone Information Systems Ltd.,2017,1.41,0.1,0.17,0.4,-0.05,50.97333333333334,0.36,-44.78,-44.21,0.6,-16.53,-18.3,-10.79,-13.33,-21.95,0,5.267342562248606,3.949318790171843
Objectone Information Systems Ltd.,2018,1.55,0.06,0.09,0.57,0.06,2.96,0.51,7.07,5.63,0.68,3.63,4.11,17.11,2.48,31.79,0,5.306285536197214,4.225372824628505
Objectone Information Systems Ltd.,2019,1.61,0.06,0.1,0.7,-0.05,1.88,0.64,2.57,0.82,0.64,1.64,1.8,5.04,1.09,24.85,0,5.301811255802292,4.447346100794524
Objectone Information Systems Ltd.,2020,1.89,0.02,0.03,1.13,0.07,12.33,1.06,4.81,7.02,1.19,5.2,5.54,9.71,3.45,67.68,0,5.323985113296614,4.964242254526545
Objectone Information Systems Ltd.,2021,1.89,0.02,0.03,1.13,0.07,12.33,1.06,4.81,7.02,1.19,5.2,5.54,9.71,3.45,67.68,0,5.323985113296614,4.964242254526545
Octaware Technologies Ltd.,2008,4.8,0.0,0.0,2.79,,,2.79,,16.06,4.8,,,,,12.61,0,,
Octaware Technologies Ltd.,2009,3.45,0.0,0.0,2.44,,,2.44,,17.32,3.45,,,,,33.58,0,,
Octaware Technologies Ltd.,2010,8.9,0.0,0.0,2.33,,,2.33,,37.84,8.33,,,,,106.7,0,,
Octaware Technologies Ltd.,2011,7.5,0.0,0.0,1.22,,,1.22,,10.27,7.1,,,,,-21.62,0,,
Octaware Technologies Ltd.,2012,8.89,0.0,0.0,1.13,,,1.13,,15.0,8.82,,,,,3.1,0,,
Octaware Technologies Ltd.,2013,7.67,0.0,0.0,0.93,,,0.93,,30.19,7.54,,,,,2.68,0,,
Octaware Technologies Ltd.,2014,16.0,0.0,0.0,0.8,,,0.8,,28.66,15.87,,,,,6.84,0,,
Octaware Technologies Ltd.,2015,24.45,0.0,0.0,0.49,0.04,,0.49,18.45,23.61,23.45,9.0,9.0,27.9,8.76,-28.96,0,3.9852734671677386,3.1484533605716547
Octaware Technologies Ltd.,2016,2.41,0.0,0.0,0.1,0.34,,0.1,20.0,18.48,2.36,2.45,2.45,28.38,1.86,-68.24,0,4.956531035103055,2.0014800002101243
Octaware Technologies Ltd.,2017,13.25,0.0,0.0,0.09,-0.44,,0.09,15.22,18.48,12.9,1.45,1.45,29.35,1.16,24.32,0,4.600157644164547,2.2192034840549946
Octaware Technologies Ltd.,2018,10.12,0.0,0.0,0.27,0.02,,0.27,5.8,6.52,9.77,1.63,1.63,8.3,1.59,188.04,0,4.618086411254637,3.2771447329921766
Octaware Technologies Ltd.,2019,8.45,0.0,0.0,0.16,0.07,,0.16,-36.31,-36.31,7.9,-5.95,-5.95,-0.66,-5.81,-43.02,0,4.553876891600541,2.714694743820879
Octaware Technologies Ltd.,2020,2.88,0.0,0.0,0.71,0.12,,0.71,11.4,15.77,2.83,8.05,8.05,17.4,7.66,352.98,0,4.687671407499835,4.225372824628505
Octaware Technologies Ltd.,2021,2.88,0.0,0.0,0.71,0.12,,0.71,11.4,15.77,2.83,8.05,8.05,17.4,7.66,352.98,0,4.687671407499835,4.225372824628505
Omega Interactive Technologies Ltd.,2000,5.28,0.01,0.01,0.07,0.13,10.5,0.07,6.75,10.43,5.28,0.8,0.8,-44.44,0.76,-37.5,0,4.981549713201159,2.1972245773362196
Omega Interactive Technologies Ltd.,2001,4.45,0.0,0.0,0.06,-0.14,10.5,0.06,-4.88,-4.88,4.45,-0.58,-0.58,-76.4,-0.55,-1.11,0,4.970507503005476,2.186051276738094
Omega Interactive Technologies Ltd.,2002,4.4,0.0,0.0,0.07,-0.1,10.5,0.07,-422.48,-406.77,4.4,-49.5,-49.59,-66.67,-46.94,-15.73,0,4.481871969643598,2.0149030205422647
Omega Interactive Technologies Ltd.,2003,1.81,0.0,0.0,0.03,-0.1,10.5,0.03,-282.14,-434.48,1.81,-10.32,-10.32,-296.0,-9.37,-66.67,0,4.387014176184921,0.9162907318741551
Omega Interactive Technologies Ltd.,2004,1.59,0.0,0.0,0.01,-0.02,10.5,0.01,-850.0,-850.0,1.59,-4.96,-4.96,-750.0,-4.32,-84.0,0,4.3425058765115985,-0.916290731874155
Omega Interactive Technologies Ltd.,2005,1.56,0.0,0.0,0.0,-0.01,10.5,0.0,-441.665,-350.0,1.56,-2.555,-2.555,-358.335,-2.225,-50.0,0,4.33729074083249,-1.0498221244986778
Omega Interactive Technologies Ltd.,2006,1.57,0.0,0.0,0.0,0.0,10.5,0.0,-33.33,-33.33,1.57,-0.15,-0.15,33.33,-0.13,50.0,0,4.33204826486764,-1.2039728043259361
Omega Interactive Technologies Ltd.,2007,1.59,0.0,0.0,0.0,0.0125,10.5,0.0,-103.8425,-100.0,1.59,-1.7225,-1.7225,47.22,-1.6600000000000001,-66.67,0,4.281169850862199,-0.7985076962177716
Omega Interactive Technologies Ltd.,2008,1.6,0.0,0.0,0.0,0.025,10.5,0.0,-174.35500000000002,-100.0,1.6,-3.295,-3.295,61.11,-3.19,0.0,0,4.227563406008323,-0.5108256237659905
Omega Interactive Technologies Ltd.,2009,2.84,0.0,0.0,0.01,0.037500000000000006,10.5,0.01,-244.8675,62.5,2.84,-4.867500000000001,-4.867500000000001,75.0,-4.72,700.0,0,4.170919726448174,-0.2876820724517809
